Comment,Llama3.1 Not Fine Tuned Output
“best save of the tournament” this guy is jokes 😂,Against
"Suarez,the world's best goalkeeper of all time",Favor
And Lionel Messi is the most hated person in the Netherlands,Against
2010- Suárez saved a shot. Zigi- Why you bully me,Against
Am a Ghanaian and Suarez is very loved here,Favor
i know why he is a devil because my man literally bit someone,Against
TBH suarez was rightfully sent off. And Ghana was rightfully rewarded with last pk. The fault goes to Gyan,Against
"Well I mean
The Ghana striker did have the chance
No need to hate Suarez here it was a skill issue from the Ghana striker",Against
"why do people still idolize Maradona after he handballed but hate Saurez when he handballed? You might say ""He bit people"" but Maradona did drugs but wasn't kicked from football after many drug tests because everyone loved him.",Against
Lmfao it happened,Neutral
“the best save of the tournament”💀💀💀,Favor
There’s a hand of god and now a hand of the devil,Against
"Who cares? Even when Uruguay did not qualify in the end, neither did Ghana. Worse, they finished bottom",Neutral
That aged well😂,Neutral
After this game Suarez face was sooo funny 😂,Against
And the bite,Against
Heach no it’s each,Neutral
Now Morocco is the first to reach the semi final 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,Favor
"So True  this man 
 is speaking facts",Favor
Is the video maker German?,Neutral
Ghana missed a penalty again 😂,Against
Suarez got golden glove for that,Favor
I love how none of the teams didnt actually finish were they where in the world cup,Favor
We hate him to the core😡,Against
Suarez cries at the end,Favor
He did not say anything about hand of God belonging to him he said the he will not apologize because it was not him who missed the penalty,Favor
Suarez”s appearance is so annoying for some reason. (No hate),Against
During the end of the match the Ghana keeper wasted the time to make sure Uruguay didn’t qualify with them,Against
This story is very short yet very interesting! Just like Messi !!,Favor
"I have no idea what are the Ghanaians crying about. Like dude, you've got a chance to score and you sent that above",Against
I feel like people still don't realize that the Ghana player still mised the penalty,Against
Honestly I’m kinda happy that they missed cause now Morocco is the first which I love,Favor
This is the only guy I know who knows everything  about football,Favor
"They should blame the pen taker not suarez, not his fault he missed",Against
Dont know why is this even in my recommendation we know flocks that south korea beat portugal and argentina won the world cup,Neutral
That’s a really nice Ghana kit,Favor
I'm a Ghanaian but I'm not  at that time I was 2,Neutral
I’m here after and it’s South Korea that made it somehow,Against
Hahaha none of them qualified for the ro16😂😂😂,Against
Tbh it wasn't his fault when the Ghanaian player missed the penalty. He was properly sent off,Against
"This weird comic I made 

Uruguay: HA! You can't beat me
Ghana: I know...But I don't have to...She can
South Korea: Beats Portugal
Ghana: If. I. Cant. Advance. You. Come.Down.With.ME
Ghana: Bye bye stupid Suarez 
After the Group Stages

Uruguay: HAH! but now no African team will make it to the semis
Uruguay: You think Morocco is good enough, LOL

???: That's where you are wrong
Uruguay: Huh
Morocco: Beats Spain
Uruguay: Oh please you think you can beat Portugal! You beat Spain with dumb luck LOL!

Morocco: Beats Portugal 
Portugal: Why is everyone targeting me!!!

Ghana and Morocco: CHECKMATE",Favor
Ghana be like: I won but at what cost,Against
He is the ultimate meme,Favor
Morroco did the job of ghana 🗿🥂,Against
South Korea when they win be like: WHAT ABOUT ME,Against
bro people blame suarez for that round but THEY MISSED THE PENALTY THEY WERE GIVEN BECAUSE OF THAT 😂,Against
Tell me ur irish without telling me ur irish:,Against
"Respect to Suarez, game is the game. Ghana missed the penalty",Favor
The penalty taker should be the most hated man,Against
But it wasn’t him that missed the penalty,Neutral
Ghana took their revenge,Against
Imagine nether of making it. Oh wait 😂,Neutral
I agree that Suarez shouldn’t apologize. Ghana missed the penalty and then missed in the penalty shootout as well. Nobody to blame but themselves,Favor
God loves you all,Neutral
I mean like he kinda right lol...he make that action and he already get punished...so its not his fault ghana player miss the penalty...,Favor
"I would’ve done the same
Better having a chance it misses then no chance",Favor
Imagine walking around in Ghana wearing a Suarez jersey,Against
Nice to see some poetic justice for Ghana.,Favor
"Maradona is the hand of God, fighting off the British because all those teenagers couldn't",Against
"A hand of God, that leads to a goal or prevent one goalies excluded, in a worldcup should be the last for that person in a world cup ever. It is football not volleybal!",Against
But you forgot that south korea had the best player who made the best assist - Penaldo,Against
morroco now the first african nation in the semi finals🇲🇦🇲🇦,Favor
Now morocco is the first African semi-finalist,Favor
Lol korea won potugal,Against
Neither both Ghana and Uruguay made it out of the group stage,Neutral
exactly what happened,Neutral
What is this accent? Sound like those from Peaky Blinders.,Against
Bro why should he even apologize? He got sent off.,Against
South Korea : I'm going to end this man's whole career.,Against
What goes around comes around,Neutral
as a ghanaian it makes me so annoyed that they didnt get the goal when suarez hand balled it,Against
He I from Uruguay,Irrelevant
I love Suarez for this,Favor
Suarez has nothing to apologize for but Suarez is a dark person. He needs help,Against
Does he know?,Neutral
Asamoah Gyan played in our NEUFC team. So proud of our team cause he played here,Favor
They should wash their mouths before talking shit about Luis Suarez,Against
"I've been dreaming of making a save like that my whole life, and I didn't even know about Suarez's save.",Neutral
"Ye but I want South Korea and Portugal.
Who tf wants to see Ghana",Against
Is it really so hard to believe i would probably have done the same,Neutral
Porugal 6-1 south korea 💀,Against
all good exept they didnt qualify despite the win,Against
I like ur beard,Favor
"why do  they want him to apologize? He hasnt done anything against the rules. Also, he got a red card.",Favor
"During 2010 match, even another Uruguayan player tried to stop with hand along with Suarez. But the ball touched Suarez's hand and gyan missed penalty and Suarez became villain. I don't think people should blame Suarez,what he had is correct according to uruguay pov. Yeah, handball is wrong and in reply he got red card with penalty to ghana. And even now Suarez ia villain to many, feeling sad for my favourite player",Favor
suarez did nothing ur delusional if u think he's the devil.. he used his hand and he got punished as deserved..,Against
Hated in more then just Ghana. He has bitten to many people,Against
The entire African continent hates him...,Against
"""it's not my fault i didn't miss the Penalty "" lmao 🤣",Against
I mean he did nothing wrong. He block the shot and was penalized for it,Favor
Ghana should focus on winning instead of looking for revenge 😂😂 After 12 years they missed their chance 🤣,Against
